example_id                                                                   | status  | run_time        |
./spec/models/user_spec.rb[1:16:1:2]                                         | passed  | 0.04921 seconds |
./spec/models/user_spec.rb[1:16:1:3]                                         | passed  | 0.04813 seconds |
./spec/models/user_spec.rb[1:16:1:4]                                         | passed  | 0.05017 seconds |
./spec/models/user_spec.rb[1:17:1:1]                                         | failed  | 0.02333 seconds |
./spec/models/user_spec.rb[1:17:1:2:1]                                       | failed  | 0.02336 seconds |
./spec/models/user_spec.rb[1:17:1:3:1]                                       | failed  | 0.02582 seconds |
./spec/models/user_spec.rb[1:17:2:1:1]                                       | failed  | 0.03485 seconds |
./spec/models/user_spec.rb[1:17:2:2:1]                                       | failed  | 0.03482 seconds |
./spec/models/user_spec.rb[1:18:1:1]                                         | passed  | 0.02342 seconds |
./spec/models/user_spec.rb[1:18:2:1]                                         | failed  | 0.0222 seconds  |
